Name,Price,Rating,ROM,DISPLAY,CAMERA,PROCESSOR
"APPLE iPhone 15 (Green, 256 GB)","₹82,999",4.6,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor"
"APPLE iPhone 14 Plus (Yellow, 256 GB)","₹76,999",4.6,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor"
"APPLE iPhone SE 3rd Gen (Starlight, 128 GB)","₹54,900",4.4,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera," | 7MP Front CameraA15 Bionic Chip, 6 Core Processor"
"APPLE iPhone 12 (Red, 128 GB)","₹49,999",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 14 Pro Max (Gold, 128 GB)","₹1,34,900",4.6,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor"
"APPLE iPhone 14 Pro Max (Space Black, 1 TB)","₹1,77,999",4.6,1 TB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor"
"APPLE iPhone 11 Pro Max (Gold, 64 GB)","₹1,17,100",4.7,64 GB ROM,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 14 ((PRODUCT)RED, 256 GB)","₹68,999",4.6,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor"
"APPLE iPhone XR (Black, 128 GB)","₹52,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera, | 7MP Front CameraA12 Bionic Chip Processor
"APPLE iPhone 14 Plus (Midnight, 512 GB)","₹96,999",4.6,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor"
"APPLE iPhone SE (Black, 64 GB)","₹39,900",4.5,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera, | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine Processor
"APPLE iPhone 13 mini (Green, 512 GB)","₹94,900",4.5,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 14 Plus (Blue, 512 GB)","₹96,999",4.6,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor"
"APPLE iPhone 14 Plus (Midnight, 256 GB)","₹76,999",4.6,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor"
"APPLE iPhone 15 Plus (Blue, 256 GB)","₹92,999",4.7,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor"
"APPLE iPhone 12 mini (Green, 64 GB)","₹59,900",4.5,64 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 14 Plus ((PRODUCT)RED, 128 GB)","₹66,999",4.6,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor"
"APPLE iPhone SE 3rd Gen (Product (Red), 128 GB)","₹54,900",4.4,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera," | 7MP Front CameraA15 Bionic Chip, 6 Core Processor"
"APPLE iPhone 14 Plus (Starlight, 256 GB)","₹76,999",4.6,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor"
"APPLE iPhone 14 Pro (Space Black, 128 GB)","₹1,19,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor"
"APPLE iPhone 12 Pro Max (Graphite, 256 GB)","₹1,29,900",4.5,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 12 mini (Purple, 64 GB)","₹59,900",4.5,64 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 12 mini (Blue, 128 GB)","₹64,900",4.5,128 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 14 Pro Max (Deep Purple, 128 GB)","₹1,34,900",4.6,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor"
"APPLE iPhone 12 mini (White, 64 GB)","₹59,900",4.5,64 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 12 mini (Blue, 64 GB)","₹59,900",4.5,64 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor
"APPLE iPhone 5C (White, 32 GB)","₹53,500",3.9,32 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera, | 1.2MP Front CameraA6 Chip Processor
"APPLE iPhone 5C (Blue, 16 GB)","₹41,900",3.9,16 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera, | 1.2MP Front CameraA6 Chip Processor
"APPLE iPhone 5C (White, 8 GB)","₹14,999",3.9,8 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera, | 1.2MP Front CameraA6 Chip Processor
"APPLE iPhone 5C (Blue, 8 GB)","₹14,999",3.9,8 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera, | 1.2MP Front CameraA6 Chip Processor
"APPLE iPhone 5C (Green, 16 GB)","₹41,900",3.9,16 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera, | 1.2MP Front CameraA6 Chip Processor
"APPLE iPhone 5s (Gold, 16 GB)","₹14,999",4.4,16 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera,
"APPLE iPhone 13 Pro (Gold, 1 TB)","₹1,69,900",4.7,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 13 Pro (Alpine Green, 1 TB)","₹1,69,900",4.7,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 13 Pro (Sierra Blue, 512 GB)","₹1,49,900",4.7,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"Apple iPhone XR (Coral, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",4.6,256 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera, | 7MP Front CameraA12 Bionic Chip Processor
"APPLE iPhone 11 Pro (Silver, 512 GB)","₹1,40,300",4.6,512 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 7 Plus (Gold, 256 GB)","₹85,400",4.5,256 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,
"APPLE iPhone 13 Pro Max (Gold, 512 GB)","₹1,59,900",4.6,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 14 Plus ((PRODUCT)RED, 512 GB)","₹96,999",4.6,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor"
"APPLE iPhone 13 Pro (Alpine Green, 512 GB)","₹1,49,900",4.7,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 13 mini (Midnight, 256 GB)","₹74,900",4.5,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 11 Pro (Space Grey, 512 GB)","₹1,40,300",4.6,512 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 13 Pro (Graphite, 512 GB)","₹1,49,900",4.7,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 13 Pro Max (Silver, 512 GB)","₹1,59,900",4.6,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 7 (Silver, 128 GB)","₹34,900",4.5,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera,
"APPLE iPhone 6s (Rose Gold, 128 GB)","₹55,999",4.5,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera,
"APPLE iPhone 6s (Space Grey, 64 GB)","₹49,999",4.5,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera,
"APPLE iPhone 7 Plus (Rose Gold, 256 GB)","₹85,400",4.5,256 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,
"APPLE iPhone 7 Plus (Silver, 128 GB)","₹42,900",4.5,128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,
"APPLE iPhone 13 Pro Max (Sierra Blue, 256 GB)","₹1,39,900",4.6,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"Apple iPhone XR (Blue, 128 GB) (Includes EarPods, Power Adapter)","₹52,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera, | 7MP Front CameraA12 Bionic Chip Processor
"APPLE iPhone 7 (Silver, 256 GB)","₹74,400",4.5,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera,
"APPLE iPhone 6s Plus (Space Grey, 64 GB)","₹59,999",4.4,64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera,
"Apple iPhone XR (Coral, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",4.6,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera, | 7MP Front CameraA12 Bionic Chip Processor
"APPLE iPhone 13 Pro Max (Alpine Green, 512 GB)","₹1,59,900",4.6,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 11 Pro (Gold, 512 GB)","₹1,40,300",4.6,512 GB ROM,14.73 cm (5.8 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 7 Plus (Red, 128 GB)","₹42,900",4.5,128 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP Rear Camera,
"APPLE iPhone 13 mini (Starlight, 512 GB)","₹94,900",4.5,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone SE 3rd Gen (Starlight, 256 GB)","₹64,900",4.4,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera," | 7MP Front CameraA15 Bionic Chip, 6 Core Processor"
"APPLE iPhone SE 3rd Gen (Product (Red), 256 GB)","₹64,900",4.4,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera," | 7MP Front CameraA15 Bionic Chip, 6 Core Processor"
"Apple iPhone XR (White, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",4.6,256 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera, | 7MP Front CameraA12 Bionic Chip Processor
"APPLE iPhone 13 Pro (Sierra Blue, 256 GB)","₹1,29,900",4.7,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone SE 3rd Gen (Midnight, 64 GB)","₹49,900",4.4,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera," | 7MP Front CameraA15 Bionic Chip, 6 Core Processor"
"APPLE iPhone XR (Blue, 64 GB)","₹47,900",4.6,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera, | 7MP Front CameraA12 Bionic Chip Processor
"APPLE iPhone 7 Plus (Jet Black, 32 GB)","₹37,900",4.5,32 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,
"APPLE iPhone 11 Pro Max (Midnight Green, 256 GB)","₹1,31,900",4.7,256 GB ROM,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor
"APPLE iPhone 7 Plus (Silver, 256 GB)","₹85,400",4.5,256 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,
"APPLE iPhone 13 Pro Max (Sierra Blue, 512 GB)","₹1,59,900",4.6,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 7 (Red, 128 GB)","₹34,900",4.5,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera,
"APPLE iPhone 13 Pro (Graphite, 1 TB)","₹1,69,900",4.7,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 13 mini (Blue, 512 GB)","₹94,900",4.5,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor
"APPLE iPhone 6s Plus (Silver, 64 GB)","₹59,999",4.4,64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera,
"Apple iPhone XR (Yellow, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",4.6,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera, | 7MP Front CameraA12 Bionic Chip Processor
"APPLE iPhone 6s (Silver, 16 GB)","₹41,999",4.5,16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera,
"APPLE iPhone 6s (Silver, 64 GB)","₹49,999",4.5,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera,
"APPLE iPhone XR (Yellow, 64 GB)","₹47,900",4.6,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera, | 7MP Front CameraA12 Bionic Chip Processor
"APPLE iPhone 8 (PRODUCT)RED (Red, 256 GB)","₹81,500",4.7,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera," | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor"
"APPLE iPhone 7 (Rose Gold, 256 GB)","₹74,400",4.5,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera,
"APPLE iPhone XR (Yellow, 128 GB)","₹52,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera, | 7MP Front CameraA12 Bionic Chip Processor
"APPLE iPhone 14 Pro (Silver, 1 TB)","₹1,69,900",4.6,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor"
